mere;bb;gest;ps;reg;tps;gdp
4;4,6;NP;C2;NPC2;65;136,4333333
5;5,1;NP;C1;NPC1;65;212,7
5;5,2;NP;C2;NPC2;65;177,4
5;5,4;NP;NP;NPNP;65;200,9333333
5;5,5;NP;NP;NPNP;65;202,9
6;6,1;HP;C1;HPC1;65;138,4333333
6;6,2;HP;C2;HPC2;65;147,2
7;7,1;HP;NP;HPNP;65;190,8
7;7,3;HP;C1;HPC1;65;182,8
7;7,5;HP;C2;HPC2;65;236,8666667
7;7,6;HP;NP;HPNP;65;176,8
8;8,1;HP;C2;HPC2;65;202,3666667
8;8,2;HP;C1;HPC1;65;184,3
8;8,5;HP;NP;HPNP;65;195,2333333
10;10,2;NP;NP;NPNP;65;190,2333333
10;10,5;NP;C2;NPC2;65;171,1666667
11;11,1;NP;C2;NPC2;65;182,3666667
11;11,2;NP;C1;NPC1;65;184,7
11;11,3;NP;NP;NPNP;65;185,6
12;12,1;HP;C2;HPC2;65;225,6333333
12;12,2;HP;NP;HPNP;65;234,1333333
13;13,2;HP;C1;HPC1;65;191,0333333
13;13,3;HP;C2;HPC2;65;189
16;16,1;HP;NP;HPNP;65;189,9
16;16,2;HP;C2;HPC2;65;159
16;16,3;HP;C1;HPC1;65;139,1
17;17,1;NP;C1;NPC1;65;203,2
17;17,2;NP;C2;NPC2;65;209,8
17;17,3;NP;NP;NPNP;65;210,7
17;17,5;NP;C1;NPC1;65;160
18;18,2;HP;C1;HPC1;65;155,4
18;18,4;HP;NP;HPNP;65;178
19;19,1;NP;C1;NPC1;65;152
19;19,3;NP;NP;NPNP;65;170
19;19,4;NP;C2;NPC2;65;164,2
20;20,1;HP;C1;HPC1;65;207,9
20;20,3;HP;C2;HPC2;65;214,4
2;2,1;NP;C2;NPC2;66;166,8
2;2,2;NP;C1;NPC1;66;165,5
3;3,2;HP;C1;HPC1;66;176
3;3,3;HP;NP;HPNP;66;165,7
3;3,4;HP;C2;HPC2;66;198,3
4;4,1;NP;NP;NPNP;66;164,9
4;4,2;NP;NP;NPNP;66;189,1
4;4,3;NP;C1;NPC1;66;181
4;4,4;NP;C2;NPC2;66;170,3
4;4,5;NP;C1;NPC1;66;184,5
4;4,6;NP;C2;NPC2;66;138,4
5;5,1;NP;C1;NPC1;66;212,9
5;5,2;NP;C2;NPC2;66;178,3
5;5,4;NP;NP;NPNP;66;201,5
5;5,5;NP;NP;NPNP;66;204,8
6;6,1;HP;C1;HPC1;66;141,1
6;6,2;HP;C2;HPC2;66;149,8
7;7,1;HP;NP;HPNP;66;191,3
7;7,3;HP;C1;HPC1;66;185,1
7;7,5;HP;C2;HPC2;66;241,2
7;7,6;HP;NP;HPNP;66;181,1
8;8,1;HP;C2;HPC2;66;204,7
8;8,2;HP;C1;HPC1;66;185,4
8;8,5;HP;NP;HPNP;66;199,7
10;10,2;NP;NP;NPNP;66;193,1
10;10,5;NP;C2;NPC2;66;174,7
11;11,1;NP;C2;NPC2;66;186
11;11,2;NP;C1;NPC1;66;184,7
11;11,3;NP;NP;NPNP;66;189,6
12;12,1;HP;C2;HPC2;66;229,3
12;12,2;HP;NP;HPNP;66;232,8
13;13,2;HP;C1;HPC1;66;195,6
13;13,3;HP;C2;HPC2;66;194,6
16;16,1;HP;NP;HPNP;66;192
16;16,2;HP;C2;HPC2;66;159,8
16;16,3;HP;C1;HPC1;66;143,6
17;17,1;NP;C1;NPC1;66;200,2
17;17,2;NP;C2;NPC2;66;211,8
17;17,3;NP;NP;NPNP;66;210,9
17;17,5;NP;C1;NPC1;66;161,6
18;18,2;HP;C1;HPC1;66;155,4
18;18,4;HP;NP;HPNP;66;179
19;19,1;NP;C1;NPC1;66;156,8
19;19,3;NP;NP;NPNP;66;176,2
19;19,4;NP;C2;NPC2;66;167,4
20;20,1;HP;C1;HPC1;66;208,9
20;20,3;HP;C2;HPC2;66;218,3
2;2,1;NP;C2;NPC2;67;163,2
2;2,2;NP;C1;NPC1;67;164,7
3;3,2;HP;C1;HPC1;67;173,2
3;3,3;HP;NP;HPNP;67;160,2
3;3,4;HP;C2;HPC2;67;193,5
4;4,1;NP;NP;NPNP;67;168,7
4;4,2;NP;NP;NPNP;67;185,5
4;4,3;NP;C1;NPC1;67;178,6
4;4,4;NP;C2;NPC2;67;171,3
4;4,5;NP;C1;NPC1;67;186,4
4;4,6;NP;C2;NPC2;67;141,3
5;5,1;NP;C1;NPC1;67;208,3
5;5,2;NP;C2;NPC2;67;176
5;5,4;NP;NP;NPNP;67;200,2
5;5,5;NP;NP;NPNP;67;201,3
6;6,1;HP;C1;HPC1;67;139,7
6;6,2;HP;C2;HPC2;67;145,6
7;7,1;HP;NP;HPNP;67;188,2
7;7,3;HP;C1;HPC1;67;184,6
7;7,5;HP;C2;HPC2;67;239,8
7;7,6;HP;NP;HPNP;67;181
8;8,1;HP;C2;HPC2;67;200,3
8;8,2;HP;C1;HPC1;67;182,7
8;8,5;HP;NP;HPNP;67;195,7
10;10,2;NP;NP;NPNP;67;190,1
10;10,5;NP;C2;NPC2;67;173,3
11;11,1;NP;C2;NPC2;67;185,7
11;11,2;NP;C1;NPC1;67;184,5
11;11,3;NP;NP;NPNP;67;195
12;12,1;HP;C2;HPC2;67;229,3
12;12,2;HP;NP;HPNP;67;231,2
13;13,2;HP;C1;HPC1;67;195,3
13;13,3;HP;C2;HPC2;67;196,6
16;16,1;HP;NP;HPNP;67;185,5
16;16,2;HP;C2;HPC2;67;159
16;16,3;HP;C1;HPC1;67;135,8
17;17,1;NP;C1;NPC1;67;202,2
17;17,2;NP;C2;NPC2;67;206
17;17,3;NP;NP;NPNP;67;208,6
17;17,5;NP;C1;NPC1;67;162
18;18,2;HP;C1;HPC1;67;155,7
18;18,4;HP;NP;HPNP;67;178,4
19;19,1;NP;C1;NPC1;67;150
19;19,3;NP;NP;NPNP;67;170,3
19;19,4;NP;C2;NPC2;67;162,2
20;20,1;HP;C1;HPC1;67;208,5
20;20,3;HP;C2;HPC2;67;212,7
2;2,1;NP;C2;NPC2;68;169,9
2;2,2;NP;C1;NPC1;68;170,2
3;3,2;HP;C1;HPC1;68;173,1
3;3,3;HP;NP;HPNP;68;166,9
3;3,4;HP;C2;HPC2;68;200,1
4;4,1;NP;NP;NPNP;68;172,2
4;4,2;NP;NP;NPNP;68;193
4;4,3;NP;C1;NPC1;68;186,6
4;4,4;NP;C2;NPC2;68;178,5
4;4,5;NP;C1;NPC1;68;191,1
4;4,6;NP;C2;NPC2;68;142,8
5;5,1;NP;C1;NPC1;68;210,9
5;5,2;NP;C2;NPC2;68;178,5
5;5,4;NP;NP;NPNP;68;201,7
5;5,5;NP;NP;NPNP;68;205,9
6;6,1;HP;C1;HPC1;68;144,4
6;6,2;HP;C2;HPC2;68;151,6
7;7,1;HP;NP;HPNP;68;190,5
7;7,3;HP;C1;HPC1;68;188,3
7;7,5;HP;C2;HPC2;68;247
7;7,6;HP;NP;HPNP;68;187,5
8;8,1;HP;C2;HPC2;68;206
8;8,2;HP;C1;HPC1;68;185,7
8;8,5;HP;NP;HPNP;68;204,4
10;10,2;NP;NP;NPNP;68;195,9
10;10,5;NP;C2;NPC2;68;179,3
11;11,1;NP;C2;NPC2;68;191,3
11;11,2;NP;C1;NPC1;68;184,6
11;11,3;NP;NP;NPNP;68;198,3
12;12,1;HP;C2;HPC2;68;234,8
12;12,2;HP;NP;HPNP;68;230
13;13,2;HP;C1;HPC1;68;202,3
13;13,3;HP;C2;HPC2;68;204
16;16,1;HP;NP;HPNP;68;192,3
16;16,2;HP;C2;HPC2;68;164
16;16,3;HP;C1;HPC1;68;139,6
17;17,1;NP;C1;NPC1;68;206,3
17;17,2;NP;C2;NPC2;68;213,9
17;17,3;NP;NP;NPNP;68;211,6
17;17,5;NP;C1;NPC1;68;165,1
18;18,2;HP;C1;HPC1;68;159,1
18;18,4;HP;NP;HPNP;68;179,2
19;19,1;NP;C1;NPC1;68;154,3
19;19,3;NP;NP;NPNP;68;173,9
19;19,4;NP;C2;NPC2;68;167,4
20;20,1;HP;C1;HPC1;68;209
20;20,3;HP;C2;HPC2;68;217,3
2;2,1;NP;C2;NPC2;69;167,3
2;2,2;NP;C1;NPC1;69;168,5
3;3,2;HP;C1;HPC1;69;170,3
3;3,3;HP;NP;HPNP;69;165,7
3;3,4;HP;C2;HPC2;69;199,3
4;4,1;NP;NP;NPNP;69;170,3
4;4,2;NP;NP;NPNP;69;192,8
4;4,3;NP;C1;NPC1;69;185,4
4;4,4;NP;C2;NPC2;69;176,8
4;4,5;NP;C1;NPC1;69;187,7
4;4,6;NP;C2;NPC2;69;142,5
5;5,1;NP;C1;NPC1;69;213,1
5;5,2;NP;C2;NPC2;69;177,5
5;5,4;NP;NP;NPNP;69;202,8
5;5,5;NP;NP;NPNP;69;205,4
6;6,1;HP;C1;HPC1;69;142,4
6;6,2;HP;C2;HPC2;69;150,6
7;7,1;HP;NP;HPNP;69;191,3
7;7,3;HP;C1;HPC1;69;184,6
7;7,5;HP;C2;HPC2;69;244,4
7;7,6;HP;NP;HPNP;69;182,9
8;8,1;HP;C2;HPC2;69;209
8;8,2;HP;C1;HPC1;69;184,6
8;8,5;HP;NP;HPNP;69;201,7
10;10,2;NP;NP;NPNP;69;191,7
10;10,5;NP;C2;NPC2;69;171
11;11,1;NP;C2;NPC2;69;190,1
11;11,2;NP;C1;NPC1;69;186,9
11;11,3;NP;NP;NPNP;69;197,3
12;12,1;HP;C2;HPC2;69;234,6
12;12,2;HP;NP;HPNP;69;230,5
13;13,2;HP;C1;HPC1;69;196,6
13;13,3;HP;C2;HPC2;69;200,2
16;16,1;HP;NP;HPNP;69;192,8
16;16,2;HP;C2;HPC2;69;160,2
16;16,3;HP;C1;HPC1;69;138,3
17;17,1;NP;C1;NPC1;69;208,1
17;17,2;NP;C2;NPC2;69;215,2
17;17,3;NP;NP;NPNP;69;212,4
17;17,5;NP;C1;NPC1;69;167,7
18;18,2;HP;C1;HPC1;69;157,9
18;18,4;HP;NP;HPNP;69;178,3
19;19,1;NP;C1;NPC1;69;157,3
19;19,3;NP;NP;NPNP;69;176
19;19,4;NP;C2;NPC2;69;169,8
20;20,1;HP;C1;HPC1;69;208,5
20;20,3;HP;C2;HPC2;69;217,2
2;2,1;NP;C2;NPC2;70;167,7
2;2,2;NP;C1;NPC1;70;170,3
3;3,2;HP;C1;HPC1;70;176,5
3;3,3;HP;NP;HPNP;70;167,1
3;3,4;HP;C2;HPC2;70;204
4;4,1;NP;NP;NPNP;70;170,2
4;4,2;NP;NP;NPNP;70;196,9
4;4,3;NP;C1;NPC1;70;187,5
4;4,4;NP;C2;NPC2;70;179,3
4;4,5;NP;C1;NPC1;70;190
4;4,6;NP;C2;NPC2;70;144,9
5;5,1;NP;C1;NPC1;70;217,5
5;5,2;NP;C2;NPC2;70;183,9
5;5,4;NP;NP;NPNP;70;209,9
5;5,5;NP;NP;NPNP;70;213,2
6;6,1;HP;C1;HPC1;70;144,7
6;6,2;HP;C2;HPC2;70;153,9
7;7,1;HP;NP;HPNP;70;196,9
7;7,3;HP;C1;HPC1;70;190,5
7;7,5;HP;C2;HPC2;70;247,1
7;7,6;HP;NP;HPNP;70;192,1
8;8,1;HP;C2;HPC2;70;210,6
8;8,2;HP;C1;HPC1;70;190,2
8;8,5;HP;NP;HPNP;70;212,9
10;10,2;NP;NP;NPNP;70;195,1
10;10,5;NP;C2;NPC2;70;178,8
11;11,1;NP;C2;NPC2;70;193,5
11;11,2;NP;C1;NPC1;70;190,1
11;11,3;NP;NP;NPNP;70;199,6
12;12,1;HP;C2;HPC2;70;231,7
12;12,2;HP;NP;HPNP;70;232,6
13;13,2;HP;C1;HPC1;70;197,8
13;13,3;HP;C2;HPC2;70;199,7
16;16,1;HP;NP;HPNP;70;197,7
16;16,2;HP;C2;HPC2;70;165,2
16;16,3;HP;C1;HPC1;70;145,7
17;17,1;NP;C1;NPC1;70;212,3
17;17,2;NP;C2;NPC2;70;231,1
17;17,3;NP;NP;NPNP;70;216,1
17;17,5;NP;C1;NPC1;70;169,6
18;18,2;HP;C1;HPC1;70;159
18;18,4;HP;NP;HPNP;70;181,7
19;19,1;NP;C1;NPC1;70;165,6
19;19,3;NP;NP;NPNP;70;181,3
19;19,4;NP;C2;NPC2;70;176,4
20;20,1;HP;C1;HPC1;70;210
20;20,3;HP;C2;HPC2;70;223,1
2;2,1;NP;C2;NPC2;71;176,1166667
2;2,2;NP;C1;NPC1;71;177,0166667
3;3,2;HP;C1;HPC1;71;171,2666667
3;3,3;HP;NP;HPNP;71;173,5166667
3;3,4;HP;C2;HPC2;71;210,0666667
4;4,1;NP;NP;NPNP;71;172
4;4,2;NP;NP;NPNP;71;203,5833333
4;4,3;NP;C1;NPC1;71;190,8333333
4;4,4;NP;C2;NPC2;71;183,6166667
4;4,5;NP;C1;NPC1;71;189,4333333
4;4,6;NP;C2;NPC2;71;147,1
5;5,1;NP;C1;NPC1;71;214,0166667
5;5,2;NP;C2;NPC2;71;174,1833333
5;5,4;NP;NP;NPNP;71;217,0833333
5;5,5;NP;NP;NPNP;71;219,9166667
6;6,1;HP;C1;HPC1;71;149,2833333
6;6,2;HP;C2;HPC2;71;155,2166667
7;7,1;HP;NP;HPNP;71;198,3166667
7;7,3;HP;C1;HPC1;71;184,05
7;7,5;HP;C2;HPC2;71;251,4833333
7;7,6;HP;NP;HPNP;71;188,95
8;8,1;HP;C2;HPC2;71;215,0166667
8;8,2;HP;C1;HPC1;71;188,0333333
8;8,5;HP;NP;HPNP;71;224,0166667
10;10,2;NP;NP;NPNP;71;195,7
10;10,5;NP;C2;NPC2;71;177,19
11;11,1;NP;C2;NPC2;71;195,14
11;11,2;NP;C1;NPC1;71;190,12
11;11,3;NP;NP;NPNP;71;202,65
12;12,1;HP;C2;HPC2;71;234,97
12;12,2;HP;NP;HPNP;71;236
13;13,2;HP;C1;HPC1;71;198,1
13;13,3;HP;C2;HPC2;71;199,9
16;16,1;HP;NP;HPNP;71;200,3333333
16;16,2;HP;C2;HPC2;71;164,9166667
16;16,3;HP;C1;HPC1;71;143,15
17;17,1;NP;C1;NPC1;71;214,6666667
17;17,2;NP;C2;NPC2;71;203,1833333
17;17,3;NP;NP;NPNP;71;226,2333333
17;17,5;NP;C1;NPC1;71;169,05
18;18,2;HP;C1;HPC1;71;163,5333333
18;18,4;HP;NP;HPNP;71;180,1
19;19,1;NP;C1;NPC1;71;154,5
19;19,3;NP;NP;NPNP;71;182,5333333
19;19,4;NP;C2;NPC2;71;167,8333333
20;20,1;HP;C1;HPC1;71;206,5833333
20;20,3;HP;C2;HPC2;71;226
2;2,1;NP;C2;NPC2;72;175,8666667
2;2,2;NP;C1;NPC1;72;177,1666667
3;3,2;HP;C1;HPC1;72;175,6666667
3;3,3;HP;NP;HPNP;72;172,1666667
3;3,4;HP;C2;HPC2;72;209,6666667
4;4,1;NP;NP;NPNP;72;173,7
4;4,2;NP;NP;NPNP;72;202,2333333
4;4,3;NP;C1;NPC1;72;190,5333333
4;4,4;NP;C2;NPC2;72;182,3666667
4;4,5;NP;C1;NPC1;72;191,5333333
4;4,6;NP;C2;NPC2;72;147,8
5;5,1;NP;C1;NPC1;72;216,1666667
5;5,2;NP;C2;NPC2;72;177,2333333
5;5,4;NP;NP;NPNP;72;215,0333333
5;5,5;NP;NP;NPNP;72;218,4666667
6;6,1;HP;C1;HPC1;72;148,6333333
6;6,2;HP;C2;HPC2;72;154,4666667
7;7,1;HP;NP;HPNP;72;199,0666667
7;7,3;HP;C1;HPC1;72;187,6
7;7,5;HP;C2;HPC2;72;251,6333333
7;7,6;HP;NP;HPNP;72;190,5
8;8,1;HP;C2;HPC2;72;213,8666667
8;8,2;HP;C1;HPC1;72;189,7333333
8;8,5;HP;NP;HPNP;72;224,3666667
10;10,2;NP;NP;NPNP;72;196,7
10;10,5;NP;C2;NPC2;72;177,78
11;11,1;NP;C2;NPC2;72;197,08
11;11,2;NP;C1;NPC1;72;191,44
11;11,3;NP;NP;NPNP;72;204,88
12;12,1;HP;C2;HPC2;72;235,98
12;12,2;HP;NP;HPNP;72;238
13;13,2;HP;C1;HPC1;72;196,1
13;13,3;HP;C2;HPC2;72;202,9
16;16,1;HP;NP;HPNP;72;200,2333333
16;16,2;HP;C2;HPC2;72;166,5666667
16;16,3;HP;C1;HPC1;72;138,8
17;17,1;NP;C1;NPC1;72;215,0666667
17;17,2;NP;C2;NPC2;72;210,5333333
17;17,3;NP;NP;NPNP;72;223,6333333
17;17,5;NP;C1;NPC1;72;169,8
18;18,2;HP;C1;HPC1;72;163,3333333
18;18,4;HP;NP;HPNP;72;182,1
19;19,1;NP;C1;NPC1;72;156,6
19;19,3;NP;NP;NPNP;72;183,2333333
19;19,4;NP;C2;NPC2;72;170,4333333
20;20,1;HP;C1;HPC1;72;213,1333333
20;20,3;HP;C2;HPC2;72;226,8
2;2,1;NP;C2;NPC2;73;176,7
2;2,2;NP;C1;NPC1;73;178,8
3;3,2;HP;C1;HPC1;73;181,4
3;3,3;HP;NP;HPNP;73;172
3;3,4;HP;C2;HPC2;73;209,1
4;4,1;NP;NP;NPNP;73;176,7
4;4,2;NP;NP;NPNP;73;201,6
4;4,3;NP;C1;NPC1;73;191,1
4;4,4;NP;C2;NPC2;73;181,3
4;4,5;NP;C1;NPC1;73;195,5
4;4,6;NP;C2;NPC2;73;149,2
5;5,1;NP;C1;NPC1;73;218,1
5;5,2;NP;C2;NPC2;73;180,6
5;5,4;NP;NP;NPNP;73;213,6
5;5,5;NP;NP;NPNP;73;218,2
6;6,1;HP;C1;HPC1;73;149,9
6;6,2;HP;C2;HPC2;73;154,4
7;7,1;HP;NP;HPNP;73;199,8
7;7,3;HP;C1;HPC1;73;192,1
7;7,5;HP;C2;HPC2;73;252,7
7;7,6;HP;NP;HPNP;73;192,9
8;8,1;HP;C2;HPC2;73;213,1
8;8,2;HP;C1;HPC1;73;191,7
8;8,5;HP;NP;HPNP;73;226,2
10;10,2;NP;NP;NPNP;73;200,3
10;10,5;NP;C2;NPC2;73;177,8
11;11,1;NP;C2;NPC2;73;196,5
11;11,2;NP;C1;NPC1;73;194,4
11;11,3;NP;NP;NPNP;73;208,1
12;12,1;HP;C2;HPC2;73;237,3
12;12,2;HP;NP;HPNP;73;239,5
13;13,2;HP;C1;HPC1;73;202,1
13;13,3;HP;C2;HPC2;73;206,7
16;16,1;HP;NP;HPNP;73;200,3
16;16,2;HP;C2;HPC2;73;170
16;16,3;HP;C1;HPC1;73;130,1
17;17,1;NP;C1;NPC1;73;216,4
17;17,2;NP;C2;NPC2;73;218,1
17;17,3;NP;NP;NPNP;73;221,4
17;17,5;NP;C1;NPC1;73;171
18;18,2;HP;C1;HPC1;73;162,4
18;18,4;HP;NP;HPNP;73;184
19;19,1;NP;C1;NPC1;73;159
19;19,3;NP;NP;NPNP;73;184,5
19;19,4;NP;C2;NPC2;73;173,5
20;20,1;HP;C1;HPC1;73;222,3
20;20,3;HP;C2;HPC2;73;227,4
2;2,1;NP;C2;NPC2;74;173,2
2;2,2;NP;C1;NPC1;74;174,5
3;3,2;HP;C1;HPC1;74;181,8
3;3,3;HP;NP;HPNP;74;167,1
3;3,4;HP;C2;HPC2;74;209,2
4;4,1;NP;NP;NPNP;74;174,5
4;4,2;NP;NP;NPNP;74;198,1
4;4,3;NP;C1;NPC1;74;188,2
4;4,4;NP;C2;NPC2;74;179,5
4;4,5;NP;C1;NPC1;74;192
4;4,6;NP;C2;NPC2;74;147,8
5;5,1;NP;C1;NPC1;74;220,9
5;5,2;NP;C2;NPC2;74;182,7
5;5,4;NP;NP;NPNP;74;209,7
5;5,5;NP;NP;NPNP;74;213,2
6;6,1;HP;C1;HPC1;74;143,5
6;6,2;HP;C2;HPC2;74;151,6
7;7,1;HP;NP;HPNP;74;200,6
7;7,3;HP;C1;HPC1;74;192,8
7;7,5;HP;C2;HPC2;74;250,1
7;7,6;HP;NP;HPNP;74;191,9
8;8,1;HP;C2;HPC2;74;210,8
8;8,2;HP;C1;HPC1;74;192,6
8;8,5;HP;NP;HPNP;74;222,1
10;10,2;NP;NP;NPNP;74;196,1
10;10,5;NP;C2;NPC2;74;177,2
11;11,1;NP;C2;NPC2;74;193,9
11;11,2;NP;C1;NPC1;74;192,9
11;11,3;NP;NP;NPNP;74;204,6
12;12,1;HP;C2;HPC2;74;234,9
12;12,2;HP;NP;HPNP;74;243
13;13,2;HP;C1;HPC1;74;194,6
13;13,3;HP;C2;HPC2;74;203,9
16;16,1;HP;NP;HPNP;74;199,7
16;16,2;HP;C2;HPC2;74;166,3
16;16,3;HP;C1;HPC1;74;138,8
17;17,1;NP;C1;NPC1;74;214
17;17,2;NP;C2;NPC2;74;224,8
17;17,3;NP;NP;NPNP;74;217,7
17;17,5;NP;C1;NPC1;74;170,4
18;18,2;HP;C1;HPC1;74;164,4
18;18,4;HP;NP;HPNP;74;186,3
19;19,1;NP;C1;NPC1;74;160,2
19;19,3;NP;NP;NPNP;74;183,5
19;19,4;NP;C2;NPC2;74;174,7
20;20,1;HP;C1;HPC1;74;221
20;20,3;HP;C2;HPC2;74;228,8
2;2,1;NP;C2;NPC2;75;176,2
2;2,2;NP;C1;NPC1;75;179,1
3;3,2;HP;C1;HPC1;75;190,2
3;3,3;HP;NP;HPNP;75;169,3
3;3,4;HP;C2;HPC2;75;208,3
4;4,1;NP;NP;NPNP;75;180,1
4;4,2;NP;NP;NPNP;75;198,9
4;4,3;NP;C1;NPC1;75;190,5
4;4,4;NP;C2;NPC2;75;178,8
4;4,5;NP;C1;NPC1;75;199,7
4;4,6;NP;C2;NPC2;75;150,6
5;5,1;NP;C1;NPC1;75;222,4
5;5,2;NP;C2;NPC2;75;186,7
5;5,4;NP;NP;NPNP;75;209,5
5;5,5;NP;NP;NPNP;75;215,3
6;6,1;HP;C1;HPC1;75;148,6
6;6,2;HP;C2;HPC2;75;152,9
7;7,1;HP;NP;HPNP;75;201,3
7;7,3;HP;C1;HPC1;75;199,2
7;7,5;HP;C2;HPC2;75;253
7;7,6;HP;NP;HPNP;75;196
8;8,1;HP;C2;HPC2;75;210,8
8;8,2;HP;C1;HPC1;75;195,1
8;8,5;HP;NP;HPNP;75;226,9
10;10,2;NP;NP;NPNP;75;197,1
10;10,5;NP;C2;NPC2;75;185
11;11,1;NP;C2;NPC2;75;198,9
11;11,2;NP;C1;NPC1;75;195
11;11,3;NP;NP;NPNP;75;202,4
12;12,1;HP;C2;HPC2;75;240,7
12;12,2;HP;NP;HPNP;75;242,2
13;13,2;HP;C1;HPC1;75;201,9
13;13,3;HP;C2;HPC2;75;211
16;16,1;HP;NP;HPNP;75;200,1
16;16,2;HP;C2;HPC2;75;173,3
16;16,3;HP;C1;HPC1;75;141,4
17;17,1;NP;C1;NPC1;75;217,2
17;17,2;NP;C2;NPC2;75;232,8
17;17,3;NP;NP;NPNP;75;216,2
17;17,5;NP;C1;NPC1;75;172,5
18;18,2;HP;C1;HPC1;75;162
18;18,4;HP;NP;HPNP;75;188
19;19,1;NP;C1;NPC1;75;163,2
19;19,3;NP;NP;NPNP;75;185,9
19;19,4;NP;C2;NPC2;75;178,7
20;20,1;HP;C1;HPC1;75;235,4
20;20,3;HP;C2;HPC2;75;229
2;2,1;NP;C2;NPC2;76;177,2
2;2,2;NP;C1;NPC1;76;180,5
3;3,2;HP;C1;HPC1;76;181,8
3;3,3;HP;NP;HPNP;76;168
3;3,4;HP;C2;HPC2;76;210,5
4;4,1;NP;NP;NPNP;76;180,6
4;4,2;NP;NP;NPNP;76;202
4;4,3;NP;C1;NPC1;76;190,1
4;4,4;NP;C2;NPC2;76;175,4
4;4,5;NP;C1;NPC1;76;199,4
4;4,6;NP;C2;NPC2;76;146,9
5;5,1;NP;C1;NPC1;76;217,9
5;5,2;NP;C2;NPC2;76;184,3
5;5,4;NP;NP;NPNP;76;211,5
5;5,5;NP;NP;NPNP;76;213,6
6;6,1;HP;C1;HPC1;76;148,3
6;6,2;HP;C2;HPC2;76;152,8
7;7,1;HP;NP;HPNP;76;201
7;7,3;HP;C1;HPC1;76;195,7
7;7,5;HP;C2;HPC2;76;248,7
7;7,6;HP;NP;HPNP;76;193,1
8;8,1;HP;C2;HPC2;76;211,6
8;8,2;HP;C1;HPC1;76;191,7
8;8,5;HP;NP;HPNP;76;225,3
10;10,2;NP;NP;NPNP;76;199,6
10;10,5;NP;C2;NPC2;76;180,3
11;11,1;NP;C2;NPC2;76;202,5
11;11,2;NP;C1;NPC1;76;195
11;11,3;NP;NP;NPNP;76;208,4
12;12,1;HP;C2;HPC2;76;242,3
12;12,2;HP;NP;HPNP;76;242
13;13,2;HP;C1;HPC1;76;200,6
13;13,3;HP;C2;HPC2;76;207,5
16;16,1;HP;NP;HPNP;76;199,9
16;16,2;HP;C2;HPC2;76;168,9
16;16,3;HP;C1;HPC1;76;138,3
17;17,1;NP;C1;NPC1;76;217,2
17;17,2;NP;C2;NPC2;76;219,2
17;17,3;NP;NP;NPNP;76;215,1
17;17,5;NP;C1;NPC1;76;168,6
18;18,2;HP;C1;HPC1;76;159,4
18;18,4;HP;NP;HPNP;76;185,7
19;19,1;NP;C1;NPC1;76;157,6
19;19,3;NP;NP;NPNP;76;184,3
19;19,4;NP;C2;NPC2;76;172,2
20;20,1;HP;C1;HPC1;76;232,1
20;20,3;HP;C2;HPC2;76;222,1
2;2,1;NP;C2;NPC2;77;179,4
2;2,2;NP;C1;NPC1;77;180,4
3;3,2;HP;C1;HPC1;77;187,4
3;3,3;HP;NP;HPNP;77;165
3;3,4;HP;C2;HPC2;77;207,4
4;4,1;NP;NP;NPNP;77;181,7
4;4,2;NP;NP;NPNP;77;198,7
4;4,3;NP;C1;NPC1;77;188,5
4;4,4;NP;C2;NPC2;77;175,8
4;4,5;NP;C1;NPC1;77;199,5
4;4,6;NP;C2;NPC2;77;151,9
5;5,1;NP;C1;NPC1;77;220
5;5,2;NP;C2;NPC2;77;183,4
5;5,4;NP;NP;NPNP;77;211
5;5,5;NP;NP;NPNP;77;216
6;6,1;HP;C1;HPC1;77;146,9
6;6,2;HP;C2;HPC2;77;152,2
7;7,1;HP;NP;HPNP;77;202
7;7,3;HP;C1;HPC1;77;195,2
7;7,5;HP;C2;HPC2;77;247,2
7;7,6;HP;NP;HPNP;77;189,9
8;8,1;HP;C2;HPC2;77;210,9
8;8,2;HP;C1;HPC1;77;195,5
8;8,5;HP;NP;HPNP;77;217,4
10;10,2;NP;NP;NPNP;77;199,5
10;10,5;NP;C2;NPC2;77;182,1
11;11,1;NP;C2;NPC2;77;199,9
11;11,2;NP;C1;NPC1;77;195,9
11;11,3;NP;NP;NPNP;77;208,8
12;12,1;HP;C2;HPC2;77;239,6
12;12,2;HP;NP;HPNP;77;240,2
13;13,2;HP;C1;HPC1;77;203,1
13;13,3;HP;C2;HPC2;77;206,9
16;16,1;HP;NP;HPNP;77;200,9
16;16,2;HP;C2;HPC2;77;171,4
16;16,3;HP;C1;HPC1;77;142,9
17;17,1;NP;C1;NPC1;77;217,9
17;17,2;NP;C2;NPC2;77;225,3
17;17,3;NP;NP;NPNP;77;215,4
17;17,5;NP;C1;NPC1;77;175,3
18;18,2;HP;C1;HPC1;77;163,1
18;18,4;HP;NP;HPNP;77;186
19;19,1;NP;C1;NPC1;77;155,1
19;19,3;NP;NP;NPNP;77;183
19;19,4;NP;C2;NPC2;77;168,8
20;20,1;HP;C1;HPC1;77;234,5
20;20,3;HP;C2;HPC2;77;229,1
