mere;bb;gest;ps;reg;tps;gdp
11;11,2;NP;C1;NPC1;26;112,9
11;11,3;NP;NP;NPNP;26;98
12;12,1;HP;C2;HPC2;26;131,1
12;12,2;HP;NP;HPNP;26;125,3
13;13,2;HP;C1;HPC1;26;125,3
13;13,3;HP;C2;HPC2;26;117,1
16;16,1;HP;NP;HPNP;26;123,8
16;16,2;HP;C2;HPC2;26;95,9
16;16,3;HP;C1;HPC1;26;97,9
17;17,1;NP;C1;NPC1;26;124,6
17;17,2;NP;C2;NPC2;26;131,7
17;17,3;NP;NP;NPNP;26;129,7
17;17,5;NP;C1;NPC1;26;107,6
18;18,2;HP;C1;HPC1;26;99,6
18;18,4;HP;NP;HPNP;26;112,8
19;19,1;NP;C1;NPC1;26;92,6
19;19,3;NP;NP;NPNP;26;111,6
19;19,4;NP;C2;NPC2;26;102,8
20;20,1;HP;C1;HPC1;26;128,5
20;20,3;HP;C2;HPC2;26;120,1
2;2,1;NP;C2;NPC2;27;100
2;2,2;NP;C1;NPC1;27;102,8
3;3,2;HP;C1;HPC1;27;110
3;3,3;HP;NP;HPNP;27;102,6
3;3,4;HP;C2;HPC2;27;119,2
4;4,1;NP;NP;NPNP;27;103,1
4;4,2;NP;NP;NPNP;27;109
4;4,3;NP;C1;NPC1;27;113,1
4;4,4;NP;C2;NPC2;27;106,4
4;4,5;NP;C1;NPC1;27;113,3
4;4,6;NP;C2;NPC2;27;85,9
5;5,1;NP;C1;NPC1;27;126,2
5;5,2;NP;C2;NPC2;27;89,2
5;5,4;NP;NP;NPNP;27;122,1
5;5,5;NP;NP;NPNP;27;118,6
6;6,1;HP;C1;HPC1;27;88,9
6;6,2;HP;C2;HPC2;27;91,1
7;7,1;HP;NP;HPNP;27;119
7;7,3;HP;C1;HPC1;27;111,2
7;7,5;HP;C2;HPC2;27;134,7
7;7,6;HP;NP;HPNP;27;110,7
8;8,1;HP;C2;HPC2;27;123,1
8;8,2;HP;C1;HPC1;27;115,2
8;8,5;HP;NP;HPNP;27;119,8
10;10,2;NP;NP;NPNP;27;105,2
10;10,5;NP;C2;NPC2;27;97,9
11;11,1;NP;C2;NPC2;27;110,9
11;11,2;NP;C1;NPC1;27;112,7
11;11,3;NP;NP;NPNP;27;101,6
12;12,1;HP;C2;HPC2;27;135,8
12;12,2;HP;NP;HPNP;27;127,4
13;13,2;HP;C1;HPC1;27;128,4
13;13,3;HP;C2;HPC2;27;118,2
16;16,1;HP;NP;HPNP;27;119
16;16,2;HP;C2;HPC2;27;102
16;16,3;HP;C1;HPC1;27;98,3
17;17,1;NP;C1;NPC1;27;127,7
17;17,2;NP;C2;NPC2;27;133,8
17;17,3;NP;NP;NPNP;27;130,7
17;17,5;NP;C1;NPC1;27;107,6
18;18,2;HP;C1;HPC1;27;102
18;18,4;HP;NP;HPNP;27;110,5
19;19,1;NP;C1;NPC1;27;92,7
19;19,3;NP;NP;NPNP;27;110,8
19;19,4;NP;C2;NPC2;27;104,7
20;20,1;HP;C1;HPC1;27;130,5
20;20,3;HP;C2;HPC2;27;123,4
2;2,1;NP;C2;NPC2;28;106,5
2;2,2;NP;C1;NPC1;28;110,5
3;3,2;HP;C1;HPC1;28;115,7
3;3,3;HP;NP;HPNP;28;108,3
3;3,4;HP;C2;HPC2;28;128,8
4;4,1;NP;NP;NPNP;28;111,5
4;4,2;NP;NP;NPNP;28;112,7
4;4,3;NP;C1;NPC1;28;121,3
4;4,4;NP;C2;NPC2;28;118,5
4;4,5;NP;C1;NPC1;28;120,7
4;4,6;NP;C2;NPC2;28;91,6
5;5,1;NP;C1;NPC1;28;132,8
5;5,2;NP;C2;NPC2;28;84,2
5;5,4;NP;NP;NPNP;28;127,7
5;5,5;NP;NP;NPNP;28;125,7
6;6,1;HP;C1;HPC1;28;95,9
6;6,2;HP;C2;HPC2;28;96,5
7;7,1;HP;NP;HPNP;28;125,7
7;7,3;HP;C1;HPC1;28;118,4
7;7,5;HP;C2;HPC2;28;143,7
7;7,6;HP;NP;HPNP;28;114,7
8;8,1;HP;C2;HPC2;28;131,8
8;8,2;HP;C1;HPC1;28;117,2
8;8,5;HP;NP;HPNP;28;127,7
10;10,2;NP;NP;NPNP;28;109,9
10;10,5;NP;C2;NPC2;28;106,4
11;11,1;NP;C2;NPC2;28;119,7
11;11,2;NP;C1;NPC1;28;116,2
11;11,3;NP;NP;NPNP;28;102,9
12;12,1;HP;C2;HPC2;28;143,4
12;12,2;HP;NP;HPNP;28;135,8
13;13,2;HP;C1;HPC1;28;128,4
13;13,3;HP;C2;HPC2;28;126,1
16;16,1;HP;NP;HPNP;28;125,4
16;16,2;HP;C2;HPC2;28;110
16;16,3;HP;C1;HPC1;28;99,2
17;17,1;NP;C1;NPC1;28;131,9
17;17,2;NP;C2;NPC2;28;140,8
17;17,3;NP;NP;NPNP;28;132
17;17,5;NP;C1;NPC1;28;107,2
18;18,2;HP;C1;HPC1;28;107,1
18;18,4;HP;NP;HPNP;28;118
19;19,1;NP;C1;NPC1;28;94,5
19;19,3;NP;NP;NPNP;28;113
19;19,4;NP;C2;NPC2;28;112,6
20;20,1;HP;C1;HPC1;28;137,3
20;20,3;HP;C2;HPC2;28;128,4
2;2,1;NP;C2;NPC2;29;107,65
2;2,2;NP;C1;NPC1;29;113,3
3;3,2;HP;C1;HPC1;29;118,15
3;3,3;HP;NP;HPNP;29;109,55
3;3,4;HP;C2;HPC2;29;130,7
4;4,1;NP;NP;NPNP;29;112,4
4;4,2;NP;NP;NPNP;29;117,1
4;4,3;NP;C1;NPC1;29;125,8
4;4,4;NP;C2;NPC2;29;120,3
4;4,5;NP;C1;NPC1;29;121,8
4;4,6;NP;C2;NPC2;29;93,85
5;5,1;NP;C1;NPC1;29;136,65
5;5,2;NP;C2;NPC2;29;79,6
5;5,4;NP;NP;NPNP;29;130,55
5;5,5;NP;NP;NPNP;29;127,5
6;6,1;HP;C1;HPC1;29;97,25
6;6,2;HP;C2;HPC2;29;97,4
7;7,1;HP;NP;HPNP;29;127,7
7;7,3;HP;C1;HPC1;29;121,8
7;7,5;HP;C2;HPC2;29;148,3
7;7,6;HP;NP;HPNP;29;118,5
8;8,1;HP;C2;HPC2;29;133,45
8;8,2;HP;C1;HPC1;29;120,25
8;8,5;HP;NP;HPNP;29;129,6
10;10,2;NP;NP;NPNP;29;110,9333333
10;10,5;NP;C2;NPC2;29;108,7
11;11,1;NP;C2;NPC2;29;122,8333333
11;11,2;NP;C1;NPC1;29;117,2333333
11;11,3;NP;NP;NPNP;29;105,7333333
12;12,1;HP;C2;HPC2;29;149,0666667
12;12,2;HP;NP;HPNP;29;140
13;13,2;HP;C1;HPC1;29;130,4666667
13;13,3;HP;C2;HPC2;29;129,4666667
16;16,1;HP;NP;HPNP;29;128,9
16;16,2;HP;C2;HPC2;29;112
16;16,3;HP;C1;HPC1;29;101,95
17;17,1;NP;C1;NPC1;29;135,3666667
17;17,2;NP;C2;NPC2;29;142,8
17;17,3;NP;NP;NPNP;29;135,2
17;17,5;NP;C1;NPC1;29;110
18;18,2;HP;C1;HPC1;29;108,4
18;18,4;HP;NP;HPNP;29;118,9666667
19;19,1;NP;C1;NPC1;29;98,35
19;19,3;NP;NP;NPNP;29;117
19;19,4;NP;C2;NPC2;29;114,2
20;20,1;HP;C1;HPC1;29;139,9
20;20,3;HP;C2;HPC2;29;132,2666667
2;2,1;NP;C2;NPC2;30;109,87
2;2,2;NP;C1;NPC1;30;117,11
3;3,2;HP;C1;HPC1;30;121,15
3;3,3;HP;NP;HPNP;30;112,16
3;3,4;HP;C2;HPC2;30;134,34
4;4,1;NP;NP;NPNP;30;115,66
4;4,2;NP;NP;NPNP;30;121,23
4;4,3;NP;C1;NPC1;30;131,02
4;4,4;NP;C2;NPC2;30;124,86
4;4,5;NP;C1;NPC1;30;124,32
4;4,6;NP;C2;NPC2;30;96,67
5;5,1;NP;C1;NPC1;30;141,06
5;5,2;NP;C2;NPC2;30;74,41
5;5,4;NP;NP;NPNP;30;134,22
5;5,5;NP;NP;NPNP;30;130,64
6;6,1;HP;C1;HPC1;30;100,13
6;6,2;HP;C2;HPC2;30;99,4
7;7,1;HP;NP;HPNP;30;130,9
7;7,3;HP;C1;HPC1;30;125,84
7;7,5;HP;C2;HPC2;30;153,65
7;7,6;HP;NP;HPNP;30;122,28
8;8,1;HP;C2;HPC2;30;136,81
8;8,2;HP;C1;HPC1;30;122,75
8;8,5;HP;NP;HPNP;30;133,14
10;10,2;NP;NP;NPNP;30;112,8833333
10;10,5;NP;C2;NPC2;30;112,55
11;11,1;NP;C2;NPC2;30;127,3833333
11;11,2;NP;C1;NPC1;30;118,8833333
11;11,3;NP;NP;NPNP;30;108,1833333
12;12,1;HP;C2;HPC2;30;155,2166667
12;12,2;HP;NP;HPNP;30;145,25
13;13,2;HP;C1;HPC1;30;132,0166667
13;13,3;HP;C2;HPC2;30;133,9666667
16;16,1;HP;NP;HPNP;30;131,9
16;16,2;HP;C2;HPC2;30;113
16;16,3;HP;C1;HPC1;30;103,91
17;17,1;NP;C1;NPC1;30;139,0166667
17;17,2;NP;C2;NPC2;30;143,8
17;17,3;NP;NP;NPNP;30;137,61
17;17,5;NP;C1;NPC1;30;112
18;18,2;HP;C1;HPC1;30;110,4
18;18,4;HP;NP;HPNP;30;121,5666667
19;19,1;NP;C1;NPC1;30;101,21
19;19,3;NP;NP;NPNP;30;119
19;19,4;NP;C2;NPC2;30;115,2
20;20,1;HP;C1;HPC1;30;141,9
20;20,3;HP;C2;HPC2;30;136,4166667
2;2,1;NP;C2;NPC2;31;122,6
2;2,2;NP;C1;NPC1;31;118
3;3,2;HP;C1;HPC1;31;124,1
3;3,3;HP;NP;HPNP;31;115,3
3;3,4;HP;C2;HPC2;31;141,5
4;4,1;NP;NP;NPNP;31;117,3
4;4,2;NP;NP;NPNP;31;121,8
4;4,3;NP;C1;NPC1;31;125,7
4;4,4;NP;C2;NPC2;31;124,1
4;4,5;NP;C1;NPC1;31;127,1
4;4,6;NP;C2;NPC2;31;98,2
5;5,1;NP;C1;NPC1;31;145
5;5,2;NP;C2;NPC2;31;113
5;5,4;NP;NP;NPNP;31;134,8
5;5,5;NP;NP;NPNP;31;136,3
6;6,1;HP;C1;HPC1;31;99,7
6;6,2;HP;C2;HPC2;31;104,4
7;7,1;HP;NP;HPNP;31;134,3
7;7,3;HP;C1;HPC1;31;129,3
7;7,5;HP;C2;HPC2;31;155,5
7;7,6;HP;NP;HPNP;31;124,3
8;8,1;HP;C2;HPC2;31;140,4
8;8,2;HP;C1;HPC1;31;127
8;8,5;HP;NP;HPNP;31;132,4
10;10,2;NP;NP;NPNP;31;118,9
10;10,5;NP;C2;NPC2;31;115,6
11;11,1;NP;C2;NPC2;31;124,7
11;11,2;NP;C1;NPC1;31;127,2
11;11,3;NP;NP;NPNP;31;114,3
12;12,1;HP;C2;HPC2;31;155,8
12;12,2;HP;NP;HPNP;31;143,8
13;13,2;HP;C1;HPC1;31;139,9
13;13,3;HP;C2;HPC2;31;134,9
16;16,1;HP;NP;HPNP;31;132,9
16;16,2;HP;C2;HPC2;31;114,5
16;16,3;HP;C1;HPC1;31;111,6
17;17,1;NP;C1;NPC1;31;141,7
17;17,2;NP;C2;NPC2;31;143,9
17;17,3;NP;NP;NPNP;31;144,4
17;17,5;NP;C1;NPC1;31;116,3
18;18,2;HP;C1;HPC1;31;111,7
18;18,4;HP;NP;HPNP;31;123,2
19;19,1;NP;C1;NPC1;31;104,2
19;19,3;NP;NP;NPNP;31;123,6
19;19,4;NP;C2;NPC2;31;116,6
20;20,1;HP;C1;HPC1;31;146,4
20;20,3;HP;C2;HPC2;31;141,9
2;2,1;NP;C2;NPC2;32;117,8
2;2,2;NP;C1;NPC1;32;117,6
3;3,2;HP;C1;HPC1;32;121,7
3;3,3;HP;NP;HPNP;32;114
3;3,4;HP;C2;HPC2;32;140,6
4;4,1;NP;NP;NPNP;32;118,7
4;4,2;NP;NP;NPNP;32;123,1
4;4,3;NP;C1;NPC1;32;125,5
4;4,4;NP;C2;NPC2;32;123,4
4;4,5;NP;C1;NPC1;32;129,8
4;4,6;NP;C2;NPC2;32;96,5
5;5,1;NP;C1;NPC1;32;144,5
5;5,2;NP;C2;NPC2;32;115,8
5;5,4;NP;NP;NPNP;32;135,8
5;5,5;NP;NP;NPNP;32;136,2
6;6,1;HP;C1;HPC1;32;98,5
6;6,2;HP;C2;HPC2;32;101,3
7;7,1;HP;NP;HPNP;32;135,3
7;7,3;HP;C1;HPC1;32;126,4
7;7,5;HP;C2;HPC2;32;151,7
7;7,6;HP;NP;HPNP;32;122,9
8;8,1;HP;C2;HPC2;32;143,5
8;8,2;HP;C1;HPC1;32;128,8
8;8,5;HP;NP;HPNP;32;137,7
10;10,2;NP;NP;NPNP;32;120,7
10;10,5;NP;C2;NPC2;32;108,4
11;11,1;NP;C2;NPC2;32;127,4
11;11,2;NP;C1;NPC1;32;130,2
11;11,3;NP;NP;NPNP;32;114,8
12;12,1;HP;C2;HPC2;32;153,8
12;12,2;HP;NP;HPNP;32;146,3
13;13,2;HP;C1;HPC1;32;141,5
13;13,3;HP;C2;HPC2;32;135,6
16;16,1;HP;NP;HPNP;32;134,5
16;16,2;HP;C2;HPC2;32;116,8
16;16,3;HP;C1;HPC1;32;109,6
17;17,1;NP;C1;NPC1;32;142,7
17;17,2;NP;C2;NPC2;32;145,5
17;17,3;NP;NP;NPNP;32;145,5
17;17,5;NP;C1;NPC1;32;116,7
18;18,2;HP;C1;HPC1;32;115,3
18;18,4;HP;NP;HPNP;32;124,5
19;19,1;NP;C1;NPC1;32;99,3
19;19,3;NP;NP;NPNP;32;121,5
19;19,4;NP;C2;NPC2;32;118,7
20;20,1;HP;C1;HPC1;32;147,4
20;20,3;HP;C2;HPC2;32;143,6
2;2,1;NP;C2;NPC2;33;117,6
2;2,2;NP;C1;NPC1;33;122
3;3,2;HP;C1;HPC1;33;126,1
3;3,3;HP;NP;HPNP;33;120,5
3;3,4;HP;C2;HPC2;33;147,6
4;4,1;NP;NP;NPNP;33;121,7
4;4,2;NP;NP;NPNP;33;124,8
4;4,3;NP;C1;NPC1;33;129,4
4;4,4;NP;C2;NPC2;33;130,7
4;4,5;NP;C1;NPC1;33;136
4;4,6;NP;C2;NPC2;33;102,6
5;5,1;NP;C1;NPC1;33;148,4
5;5,2;NP;C2;NPC2;33;118,3
5;5,4;NP;NP;NPNP;33;142,2
5;5,5;NP;NP;NPNP;33;134,4
6;6,1;HP;C1;HPC1;33;100,3
6;6,2;HP;C2;HPC2;33;106,9
7;7,1;HP;NP;HPNP;33;140,4
7;7,3;HP;C1;HPC1;33;128,4
7;7,5;HP;C2;HPC2;33;158,1
7;7,6;HP;NP;HPNP;33;128,7
8;8,1;HP;C2;HPC2;33;149,6
8;8,2;HP;C1;HPC1;33;130,3
8;8,5;HP;NP;HPNP;33;143,6
10;10,2;NP;NP;NPNP;33;126
10;10,5;NP;C2;NPC2;33;118
11;11,1;NP;C2;NPC2;33;134,8
11;11,2;NP;C1;NPC1;33;131,9
11;11,3;NP;NP;NPNP;33;119,9
12;12,1;HP;C2;HPC2;33;160,1
12;12,2;HP;NP;HPNP;33;153,5
13;13,2;HP;C1;HPC1;33;143,7
13;13,3;HP;C2;HPC2;33;137,3
16;16,1;HP;NP;HPNP;33;140,5
16;16,2;HP;C2;HPC2;33;119,8
16;16,3;HP;C1;HPC1;33;113,9
17;17,1;NP;C1;NPC1;33;147,2
17;17,2;NP;C2;NPC2;33;157,6
17;17,3;NP;NP;NPNP;33;149
17;17,5;NP;C1;NPC1;33;121
18;18,2;HP;C1;HPC1;33;119,7
18;18,4;HP;NP;HPNP;33;128,5
19;19,1;NP;C1;NPC1;33;104,6
19;19,3;NP;NP;NPNP;33;125
19;19,4;NP;C2;NPC2;33;120,6
20;20,1;HP;C1;HPC1;33;150,4
20;20,3;HP;C2;HPC2;33;149,9
2;2,1;NP;C2;NPC2;34;114
2;2,2;NP;C1;NPC1;34;123,9
3;3,2;HP;C1;HPC1;34;127,5
3;3,3;HP;NP;HPNP;34;118,3
3;3,4;HP;C2;HPC2;34;144,8
4;4,1;NP;NP;NPNP;34;120
4;4,2;NP;NP;NPNP;34;124,5
4;4,3;NP;C1;NPC1;34;127,3
4;4,4;NP;C2;NPC2;34;131,8
4;4,5;NP;C1;NPC1;34;134,9
4;4,6;NP;C2;NPC2;34;103,2
5;5,1;NP;C1;NPC1;34;150,1
5;5,2;NP;C2;NPC2;34;119,9
5;5,4;NP;NP;NPNP;34;142,7
5;5,5;NP;NP;NPNP;34;138,9
6;6,1;HP;C1;HPC1;34;102,9
6;6,2;HP;C2;HPC2;34;107
7;7,1;HP;NP;HPNP;34;141
7;7,3;HP;C1;HPC1;34;130,4
7;7,5;HP;C2;HPC2;34;157,2
7;7,6;HP;NP;HPNP;34;129,2
8;8,1;HP;C2;HPC2;34;147,8
8;8,2;HP;C1;HPC1;34;132
8;8,5;HP;NP;HPNP;34;146,3
10;10,2;NP;NP;NPNP;34;128,2
10;10,5;NP;C2;NPC2;34;121,2
11;11,1;NP;C2;NPC2;34;134,7
11;11,2;NP;C1;NPC1;34;133,2
11;11,3;NP;NP;NPNP;34;122,5
12;12,1;HP;C2;HPC2;34;163,6
12;12,2;HP;NP;HPNP;34;155
13;13,2;HP;C1;HPC1;34;145,6
13;13,3;HP;C2;HPC2;34;139,9
16;16,1;HP;NP;HPNP;34;137,3
16;16,2;HP;C2;HPC2;34;116
16;16,3;HP;C1;HPC1;34;109,6
17;17,1;NP;C1;NPC1;34;145,7
17;17,2;NP;C2;NPC2;34;154,8
17;17,3;NP;NP;NPNP;34;146,2
17;17,5;NP;C1;NPC1;34;116,8
18;18,2;HP;C1;HPC1;34;119,4
18;18,4;HP;NP;HPNP;34;131,3
19;19,1;NP;C1;NPC1;34;103,7
19;19,3;NP;NP;NPNP;34;122,8
19;19,4;NP;C2;NPC2;34;114,4
20;20,1;HP;C1;HPC1;34;151,1
20;20,3;HP;C2;HPC2;34;150,1
2;2,1;NP;C2;NPC2;35;127,7
2;2,2;NP;C1;NPC1;35;127,1
3;3,2;HP;C1;HPC1;35;135,2
3;3,3;HP;NP;HPNP;35;122
3;3,4;HP;C2;HPC2;35;149,4
4;4,1;NP;NP;NPNP;35;124,1
4;4,2;NP;NP;NPNP;35;128,9
4;4,3;NP;C1;NPC1;35;135,6
4;4,4;NP;C2;NPC2;35;136
4;4,5;NP;C1;NPC1;35;140,7
4;4,6;NP;C2;NPC2;35;110,2
5;5,1;NP;C1;NPC1;35;155,1
5;5,2;NP;C2;NPC2;35;124,8
5;5,4;NP;NP;NPNP;35;147,6
5;5,5;NP;NP;NPNP;35;147,1
6;6,1;HP;C1;HPC1;35;107,1
6;6,2;HP;C2;HPC2;35;111,7
7;7,1;HP;NP;HPNP;35;144,2
7;7,3;HP;C1;HPC1;35;137,2
7;7,5;HP;C2;HPC2;35;167,4
7;7,6;HP;NP;HPNP;35;132,1
8;8,1;HP;C2;HPC2;35;150,8
8;8,2;HP;C1;HPC1;35;140,7
8;8,5;HP;NP;HPNP;35;150,3
10;10,2;NP;NP;NPNP;35;133,9
10;10,5;NP;C2;NPC2;35;126
11;11,1;NP;C2;NPC2;35;139,8
11;11,2;NP;C1;NPC1;35;137
11;11,3;NP;NP;NPNP;35;125,3
12;12,1;HP;C2;HPC2;35;172,8
12;12,2;HP;NP;HPNP;35;158
13;13,2;HP;C1;HPC1;35;152,1
13;13,3;HP;C2;HPC2;35;149
16;16,1;HP;NP;HPNP;35;140,9
16;16,2;HP;C2;HPC2;35;124,7
16;16,3;HP;C1;HPC1;35;116
17;17,1;NP;C1;NPC1;35;148,3
17;17,2;NP;C2;NPC2;35;157,3
17;17,3;NP;NP;NPNP;35;153,2
17;17,5;NP;C1;NPC1;35;121,7
18;18,2;HP;C1;HPC1;35;121,1
18;18,4;HP;NP;HPNP;35;132,7
19;19,1;NP;C1;NPC1;35;108,4
19;19,3;NP;NP;NPNP;35;129,6
19;19,4;NP;C2;NPC2;35;120,3
20;20,1;HP;C1;HPC1;35;153
20;20,3;HP;C2;HPC2;35;151,7
2;2,1;NP;C2;NPC2;36;129,8666667
2;2,2;NP;C1;NPC1;36;129,4333333
3;3,2;HP;C1;HPC1;36;138,7
3;3,3;HP;NP;HPNP;36;121,7666667
3;3,4;HP;C2;HPC2;36;149,0666667
4;4,1;NP;NP;NPNP;36;124,3333333
4;4,2;NP;NP;NPNP;36;130,1666667
4;4,3;NP;C1;NPC1;36;136,9666667
4;4,4;NP;C2;NPC2;36;138,1333333
4;4,5;NP;C1;NPC1;36;141,9
4;4,6;NP;C2;NPC2;36;112,9333333
5;5,1;NP;C1;NPC1;36;157,9
5;5,2;NP;C2;NPC2;36;127,5
5;5,4;NP;NP;NPNP;36;149,5666667
5;5,5;NP;NP;NPNP;36;152,8333333
6;6,1;HP;C1;HPC1;36;110,2333333
6;6,2;HP;C2;HPC2;36;113,3333333
7;7,1;HP;NP;HPNP;36;145,6666667
7;7,3;HP;C1;HPC1;36;140,8
7;7,5;HP;C2;HPC2;36;170,2
7;7,6;HP;NP;HPNP;36;133,4
8;8,1;HP;C2;HPC2;36;150,6
8;8,2;HP;C1;HPC1;36;144,7333333
8;8,5;HP;NP;HPNP;36;153,4333333
10;10,2;NP;NP;NPNP;36;135,7
10;10,5;NP;C2;NPC2;36;127,2
11;11,1;NP;C2;NPC2;36;142,5
11;11,2;NP;C1;NPC1;36;139,2
11;11,3;NP;NP;NPNP;36;130,3
12;12,1;HP;C2;HPC2;36;173,8
12;12,2;HP;NP;HPNP;36;162
13;13,2;HP;C1;HPC1;36;153,1
13;13,3;HP;C2;HPC2;36;149,9
16;16,1;HP;NP;HPNP;36;144,6333333
16;16,2;HP;C2;HPC2;36;125,2833333
16;16,3;HP;C1;HPC1;36;115,1833333
17;17,1;NP;C1;NPC1;36;158,9
17;17,2;NP;C2;NPC2;36;175,0833333
17;17,3;NP;NP;NPNP;36;153,7
17;17,5;NP;C1;NPC1;36;121,85
18;18,2;HP;C1;HPC1;36;123,25
18;18,4;HP;NP;HPNP;36;137,35
19;19,1;NP;C1;NPC1;36;105,1666667
19;19,3;NP;NP;NPNP;36;130,0666667
19;19,4;NP;C2;NPC2;36;125,1166667
20;20,1;HP;C1;HPC1;36;167,6666667
20;20,3;HP;C2;HPC2;36;163,35
2;2,1;NP;C2;NPC2;37;134,9166667
2;2,2;NP;C1;NPC1;37;131,9833333
3;3,2;HP;C1;HPC1;37;143,25
3;3,3;HP;NP;HPNP;37;122,5166667
3;3,4;HP;C2;HPC2;37;149,9666667
4;4,1;NP;NP;NPNP;37;125,5333333
4;4,2;NP;NP;NPNP;37;132,2166667
4;4,3;NP;C1;NPC1;37;140,0666667
4;4,4;NP;C2;NPC2;37;140,7833333
4;4,5;NP;C1;NPC1;37;144,25
4;4,6;NP;C2;NPC2;37;116,7333333
5;5,1;NP;C1;NPC1;37;161,25
5;5,2;NP;C2;NPC2;37;130,75
5;5,4;NP;NP;NPNP;37;152,2666667
5;5,5;NP;NP;NPNP;37;159,1833333
6;6,1;HP;C1;HPC1;37;113,6333333
6;6,2;HP;C2;HPC2;37;115,7333333
7;7,1;HP;NP;HPNP;37;147,5666667
7;7,3;HP;C1;HPC1;37;145,2
7;7,5;HP;C2;HPC2;37;174,85
7;7,6;HP;NP;HPNP;37;135,1
8;8,1;HP;C2;HPC2;37;151,2
8;8,2;HP;C1;HPC1;37;149,9333333
8;8,5;HP;NP;HPNP;37;156,7833333
10;10,2;NP;NP;NPNP;37;137,7
10;10,5;NP;C2;NPC2;37;129,2
11;11,1;NP;C2;NPC2;37;146,5
11;11,2;NP;C1;NPC1;37;141,2
11;11,3;NP;NP;NPNP;37;134,3
12;12,1;HP;C2;HPC2;37;174,8
12;12,2;HP;NP;HPNP;37;166
13;13,2;HP;C1;HPC1;37;154,1
13;13,3;HP;C2;HPC2;37;150,9
16;16,1;HP;NP;HPNP;37;146,3333333
16;16,2;HP;C2;HPC2;37;127,5333333
16;16,3;HP;C1;HPC1;37;117,6333333
17;17,1;NP;C1;NPC1;37;158,9
17;17,2;NP;C2;NPC2;37;173,5333333
17;17,3;NP;NP;NPNP;37;156,6
17;17,5;NP;C1;NPC1;37;124,2
18;18,2;HP;C1;HPC1;37;124,8
18;18,4;HP;NP;HPNP;37;138,9
19;19,1;NP;C1;NPC1;37;109,2666667
19;19,3;NP;NP;NPNP;37;132,1666667
19;19,4;NP;C2;NPC2;37;127,0666667
20;20,1;HP;C1;HPC1;37;166,0666667
20;20,3;HP;C2;HPC2;37;164,3
2;2,1;NP;C2;NPC2;38;131
2;2,2;NP;C1;NPC1;38;135
3;3,2;HP;C1;HPC1;38;134,6
3;3,3;HP;NP;HPNP;38;129,7
3;3,4;HP;C2;HPC2;38;160,6
4;4,1;NP;NP;NPNP;38;129,4
4;4,2;NP;NP;NPNP;38;137,1
4;4,3;NP;C1;NPC1;38;141,1
4;4,4;NP;C2;NPC2;38;144,8
4;4,5;NP;C1;NPC1;38;151,2
4;4,6;NP;C2;NPC2;38;112,3
5;5,1;NP;C1;NPC1;38;163,2
5;5,2;NP;C2;NPC2;38;134,6
5;5,4;NP;NP;NPNP;38;155
5;5,5;NP;NP;NPNP;38;157,4
6;6,1;HP;C1;HPC1;38;106,5
6;6,2;HP;C2;HPC2;38;112,4
7;7,1;HP;NP;HPNP;38;148,6
7;7,3;HP;C1;HPC1;38;143,4
7;7,5;HP;C2;HPC2;38;173
7;7,6;HP;NP;HPNP;38;138,6
8;8,1;HP;C2;HPC2;38;163,8
8;8,2;HP;C1;HPC1;38;142,2
8;8,5;HP;NP;HPNP;38;158
10;10,2;NP;NP;NPNP;38;140
10;10,5;NP;C2;NPC2;38;133,7
11;11,1;NP;C2;NPC2;38;148,5
11;11,2;NP;C1;NPC1;38;144,8
11;11,3;NP;NP;NPNP;38;136,6
12;12,1;HP;C2;HPC2;38;177,2
12;12,2;HP;NP;HPNP;38;169,8
13;13,2;HP;C1;HPC1;38;155,6
13;13,3;HP;C2;HPC2;38;152,2
16;16,1;HP;NP;HPNP;38;149,2
16;16,2;HP;C2;HPC2;38;130
16;16,3;HP;C1;HPC1;38;120,7
17;17,1;NP;C1;NPC1;38;158,4
17;17,2;NP;C2;NPC2;38;172,8
17;17,3;NP;NP;NPNP;38;159,2
17;17,5;NP;C1;NPC1;38;126,5
18;18,2;HP;C1;HPC1;38;124,8
18;18,4;HP;NP;HPNP;38;141,2
19;19,1;NP;C1;NPC1;38;113,8
19;19,3;NP;NP;NPNP;38;134,8
19;19,4;NP;C2;NPC2;38;131,3
20;20,1;HP;C1;HPC1;38;164,1
20;20,3;HP;C2;HPC2;38;165
2;2,1;NP;C2;NPC2;39;129,4
2;2,2;NP;C1;NPC1;39;132,3
3;3,2;HP;C1;HPC1;39;135
3;3,3;HP;NP;HPNP;39;127,9
3;3,4;HP;C2;HPC2;39;155,1
4;4,1;NP;NP;NPNP;39;131,7
4;4,2;NP;NP;NPNP;39;139,5
4;4,3;NP;C1;NPC1;39;135,6
4;4,4;NP;C2;NPC2;39;139,8
4;4,5;NP;C1;NPC1;39;144,4
4;4,6;NP;C2;NPC2;39;109,1
5;5,1;NP;C1;NPC1;39;162,8
5;5,2;NP;C2;NPC2;39;133,5
5;5,4;NP;NP;NPNP;39;156,3
5;5,5;NP;NP;NPNP;39;157,4
6;6,1;HP;C1;HPC1;39;109,9
6;6,2;HP;C2;HPC2;39;111,4
7;7,1;HP;NP;HPNP;39;150,7
7;7,3;HP;C1;HPC1;39;141
7;7,5;HP;C2;HPC2;39;171,4
7;7,6;HP;NP;HPNP;39;139,8
8;8,1;HP;C2;HPC2;39;156,1
